id;vin_number;registration_number;date_sent_to_fic;date_fixed;milage;car_element_name;fault_severity;cost;mechanics_report
25;W64FAQPL84100006;Y9100006;2004-07-03;2004-07-09;15995;Swiatla;5;716;Komentarz mechanika
26;W64FAQPL84100006;Y9100006;2004-07-03;2004-07-09;15995;Uszkodzenie;9;2756;Komentarz mechanika
27;W64FAQPL84100006;Y9100006;2004-07-03;2004-07-09;15995;Sprzeglo;3;8435;Komentarz mechanika
28;W64FAQPL84100006;Y9100006;2004-07-03;2004-07-09;15995;Silnik;5;7382;Komentarz mechanika
29;V36UUFKZ07100008;Q9100008;2008-10-22;2008-10-25;12705;Hamulce;5;7356;Komentarz mechanika
30;V36UUFKZ07100008;Q9100008;2008-10-22;2008-10-25;12705;Inne;5;8175;Komentarz mechanika
31;V36UUFKZ07100008;Q9100008;2008-10-22;2008-10-25;12705;Wydech;5;217;Komentarz mechanika
32;V36UUFKZ07100008;Q9100008;2008-10-22;2008-10-25;12705;Nadwozie;4;1041;Komentarz mechanika
33;V36UUFKZ07100008;Q9100008;2015-10-23;2015-11-03;12705;Opona;2;572;Komentarz mechanika
34;V36UUFKZ07100008;Q9100008;2015-10-23;2015-11-03;12705;Uszkodzenie;2;3108;Komentarz mechanika
35;V36UUFKZ07100008;Q9100008;2015-10-23;2015-11-03;12705;Nadwozie;4;9966;Komentarz mechanika
36;V36UUFKZ07100008;Q9100008;2017-06-13;2017-06-14;12705;Okna;2;5734;Komentarz mechanika
37;V36UUFKZ07100008;Q9100008;2015-10-07;2015-10-11;12705;Silnik;7;3874;Komentarz mechanika
38;V36UUFKZ07100008;Q9100008;2015-10-07;2015-10-11;12705;Opona;4;211;Komentarz mechanika
39;V69UFZNA71100010;Y7100010;2018-01-15;2018-01-20;12862;Warczy;3;2842;Komentarz mechanika
40;V69UFZNA71100010;Y7100010;2018-01-15;2018-01-20;12862;Nadwozie;7;8798;Komentarz mechanika
41;V69UFZNA71100010;Y7100010;2017-03-12;2017-03-17;12862;Inne;1;296;Komentarz mechanika
42;V69UFZNA71100010;Y7100010;2017-03-12;2017-03-17;12862;Wydech;6;9025;Komentarz mechanika
43;V69UFZNA71100010;Y7100010;2016-02-17;2016-02-23;12862;Nadwozie;2;5359;Komentarz mechanika
44;V69UFZNA71100010;Y7100010;2016-02-17;2016-02-23;12862;Uszkodzenie;2;8734;Komentarz mechanika
45;V69UFZNA71100010;Y7100010;2016-02-17;2016-02-23;12862;Opona;2;4182;Komentarz mechanika
46;V69UFZNA71100010;Y7100010;2016-02-17;2016-02-23;12862;Okna;5;745;Komentarz mechanika
47;P00YLUOH49100011;G5100011;2020-05-03;2020-05-07;12624;Wydech;6;2051;Komentarz mechanika
48;P00YLUOH49100011;G5100011;2001-05-23;2001-06-02;12624;Sprzeglo;8;1579;Komentarz mechanika
49;P00YLUOH49100011;G5100011;2001-05-23;2001-06-02;12624;Hamulce;2;561;Komentarz mechanika
50;P00YLUOH49100011;G5100011;2001-05-23;2001-06-02;12624;Uszkodzenie;3;8075;Komentarz mechanika
51;P00YLUOH49100011;G5100011;2001-05-23;2001-06-02;12624;Silnik;1;5635;Komentarz mechanika
52;P00YLUOH49100011;G5100011;2019-06-26;2019-07-04;12624;Inne;8;8882;Komentarz mechanika
53;P00YLUOH49100011;G5100011;2019-06-26;2019-07-04;12624;Hamulce;2;839;Komentarz mechanika
54;P00YLUOH49100011;G5100011;2019-06-26;2019-07-04;12624;Sprzeglo;4;429;Komentarz mechanika
55;P00YLUOH49100011;G5100011;1996-09-07;1996-09-16;12624;Wydech;2;1596;Komentarz mechanika
56;P00YLUOH49100011;G5100011;1996-09-07;1996-09-16;12624;Inne;7;8700;Komentarz mechanika
57;P00YLUOH49100011;G5100011;1996-09-07;1996-09-16;12624;Okna;2;9175;Komentarz mechanika
58;Z68XOHNQ73100013;R2100013;2000-08-28;2000-09-07;19005;Warczy;10;9171;Komentarz mechanika
59;Z68XOHNQ73100013;R2100013;2000-08-28;2000-09-07;19005;Sprzeglo;9;956;Komentarz mechanika
60;Z68XOHNQ73100013;R2100013;2000-08-28;2000-09-07;19005;Wydech;8;1895;Komentarz mechanika
61;Z68XOHNQ73100013;R2100013;2000-08-28;2000-09-07;19005;Silnik;5;6642;Komentarz mechanika
62;Z68XOHNQ73100013;R2100013;1999-04-20;1999-04-28;19005;Hamulce;10;3441;Komentarz mechanika
63;Z68XOHNQ73100013;R2100013;1999-04-20;1999-04-28;19005;Nadwozie;2;4174;Komentarz mechanika
64;Z68XOHNQ73100013;R2100013;1999-04-20;1999-04-28;19005;Uszkodzenie;6;7966;Komentarz mechanika
65;Z68XOHNQ73100013;R2100013;2003-05-16;2003-05-18;19005;Nadwozie;2;198;Komentarz mechanika
66;Z68XOHNQ73100013;R2100013;2003-05-16;2003-05-18;19005;Warczy;6;9629;Komentarz mechanika
67;Z68XOHNQ73100013;R2100013;2003-05-16;2003-05-18;19005;Hamulce;8;1223;Komentarz mechanika
68;Z68XOHNQ73100013;R2100013;2003-05-16;2003-05-18;19005;Silnik;9;5385;Komentarz mechanika
69;Z68XOHNQ73100013;R2100013;2016-09-25;2016-09-28;19005;Nadwozie;1;2143;Komentarz mechanika
70;Z68XOHNQ73100013;R2100013;2016-09-25;2016-09-28;19005;Sprzeglo;2;756;Komentarz mechanika
71;P97NLTMM98100014;C4100014;1998-07-15;1998-07-23;14804;Warczy;3;7888;Komentarz mechanika
72;P97NLTMM98100014;C4100014;1998-07-15;1998-07-23;14804;Sprzeglo;2;3907;Komentarz mechanika
73;P97NLTMM98100014;C4100014;1998-07-15;1998-07-23;14804;Silnik;9;569;Komentarz mechanika
74;P97NLTMM98100014;C4100014;1998-07-15;1998-07-23;14804;Swiatla;2;8076;Komentarz mechanika
75;P96GPJLG02100015;Y3100015;2009-04-16;2009-04-17;17171;Sprzeglo;3;9622;Komentarz mechanika
76;P96GPJLG02100015;Y3100015;2009-04-16;2009-04-17;17171;Wydech;6;1330;Komentarz mechanika
77;P96GPJLG02100015;Y3100015;2009-04-16;2009-04-17;17171;Hamulce;6;9269;Komentarz mechanika
78;P96GPJLG02100015;Y3100015;2009-04-16;2009-04-17;17171;Silnik;2;2048;Komentarz mechanika
79;P96GPJLG02100015;Y3100015;2014-06-15;2014-06-18;17171;Swiatla;4;8129;Komentarz mechanika
80;P96GPJLG02100015;Y3100015;2014-06-15;2014-06-18;17171;Warczy;3;9235;Komentarz mechanika
81;W79MXCIU10100016;Z4100016;2020-01-18;2020-01-18;16871;Warczy;2;5731;Komentarz mechanika
82;W79MXCIU10100016;Z4100016;2018-06-13;2018-06-16;16871;Okna;3;1111;Komentarz mechanika
83;W79MXCIU10100016;Z4100016;2018-06-13;2018-06-16;16871;Hamulce;1;8419;Komentarz mechanika
84;W79MXCIU10100016;Z4100016;2020-04-09;2020-04-12;16871;Nadwozie;2;5850;Komentarz mechanika
85;W79MXCIU10100016;Z4100016;2020-04-09;2020-04-12;16871;Swiatla;6;1928;Komentarz mechanika
86;T20LNHGE12100017;O8100017;2011-09-02;2011-09-08;15384;Sprzeglo;9;1164;Komentarz mechanika
87;T20LNHGE12100017;O8100017;2011-09-02;2011-09-08;15384;Nadwozie;2;7970;Komentarz mechanika
88;T20LNHGE12100017;O8100017;2011-09-02;2011-09-08;15384;Wydech;9;6555;Komentarz mechanika
89;T20LNHGE12100017;O8100017;2011-09-02;2011-09-08;15384;Inne;3;1772;Komentarz mechanika
90;U90FTFTH78100018;Y9100018;2014-02-20;2014-02-28;19796;Silnik;2;4342;Komentarz mechanika
91;U90FTFTH78100018;Y9100018;2014-02-20;2014-02-28;19796;Inne;6;937;Komentarz mechanika
92;U90FTFTH78100018;Y9100018;2014-02-20;2014-02-28;19796;Hamulce;2;9316;Komentarz mechanika
93;U90FTFTH78100018;Y9100018;2014-02-20;2014-02-28;19796;Sprzeglo;2;3005;Komentarz mechanika
94;U90FTFTH78100018;Y9100018;2014-10-12;2014-10-16;19796;Swiatla;2;4961;Komentarz mechanika
95;U90FTFTH78100018;Y9100018;2014-10-12;2014-10-16;19796;Nadwozie;6;3329;Komentarz mechanika
96;U90FTFTH78100018;Y9100018;2014-10-12;2014-10-16;19796;Silnik;1;6305;Komentarz mechanika
97;U90FTFTH78100018;Y9100018;2014-10-12;2014-10-16;19796;Uszkodzenie;1;600;Komentarz mechanika
98;U90FTFTH78100018;Y9100018;2020-04-26;2020-04-26;19796;Opona;2;4852;Komentarz mechanika
99;U90FTFTH78100018;Y9100018;2020-04-26;2020-04-26;19796;Sprzeglo;6;7205;Komentarz mechanika
100;U90FTFTH78100018;Y9100018;2015-03-17;2015-03-25;19796;Hamulce;3;723;Komentarz mechanika
101;U90FTFTH78100018;Y9100018;2015-03-17;2015-03-25;19796;Wydech;1;8906;Komentarz mechanika
102;U90FTFTH78100018;Y9100018;2015-03-17;2015-03-25;19796;Uszkodzenie;8;6696;Komentarz mechanika
103;U90FTFTH78100018;Y9100018;2010-09-07;2010-09-09;19796;Okna;3;2522;Komentarz mechanika
104;U90FTFTH78100018;Y9100018;2010-09-07;2010-09-09;19796;Inne;6;5395;Komentarz mechanika
105;U90FTFTH78100018;Y9100018;2010-09-07;2010-09-09;19796;Opona;3;7346;Komentarz mechanika
106;U09YTCTL80100019;P4100019;2010-08-01;2010-08-03;15765;Opona;4;3640;Komentarz mechanika
107;U09YTCTL80100019;P4100019;2010-08-01;2010-08-03;15765;Sprzeglo;2;2956;Komentarz mechanika
108;U09YTCTL80100019;P4100019;2010-08-01;2010-08-03;15765;Swiatla;6;5329;Komentarz mechanika
109;U09YTCTL80100019;P4100019;2010-08-01;2010-08-03;15765;Hamulce;2;8271;Komentarz mechanika
110;U09YTCTL80100019;P4100019;2017-02-11;2017-02-20;15765;Swiatla;1;5962;Komentarz mechanika
111;U09YTCTL80100019;P4100019;2017-02-11;2017-02-20;15765;Uszkodzenie;6;3325;Komentarz mechanika
112;K78UVKXV01100020;C2100020;2007-07-20;2007-07-24;10374;Swiatla;3;3360;Komentarz mechanika
113;K78UVKXV01100020;C2100020;2007-07-20;2007-07-24;10374;Nadwozie;2;2069;Komentarz mechanika
114;K78UVKXV01100020;C2100020;2020-08-02;2020-08-05;10374;Silnik;3;8727;Komentarz mechanika
115;K78UVKXV01100020;C2100020;2020-08-02;2020-08-05;10374;Uszkodzenie;2;4144;Komentarz mechanika
116;K78UVKXV01100020;C2100020;2020-08-02;2020-08-05;10374;Nadwozie;2;4798;Komentarz mechanika
117;K78UVKXV01100020;C2100020;2020-08-02;2020-08-05;10374;Wydech;6;3073;Komentarz mechanika
118;K78UVKXV01100020;C2100020;2018-05-04;2018-05-10;10374;Okna;6;6758;Komentarz mechanika
119;K78UVKXV01100020;C2100020;2018-05-04;2018-05-10;10374;Nadwozie;3;9367;Komentarz mechanika
120;K78UVKXV01100020;C2100020;2007-03-13;2007-03-16;10374;Uszkodzenie;3;3628;Komentarz mechanika
121;K78UVKXV01100020;C2100020;2007-03-13;2007-03-16;10374;Silnik;6;2375;Komentarz mechanika
122;K78UVKXV01100020;C2100020;2007-03-13;2007-03-16;10374;Nadwozie;2;4641;Komentarz mechanika
123;K78UVKXV01100020;C2100020;2009-12-18;2009-12-21;10374;Swiatla;6;765;Komentarz mechanika
124;K78UVKXV01100020;C2100020;2009-12-18;2009-12-21;10374;Opona;6;319;Komentarz mechanika
125;K78UVKXV01100020;C2100020;2009-12-18;2009-12-21;10374;Sprzeglo;6;6925;Komentarz mechanika
126;K78UVKXV01100020;C2100020;2004-12-07;2004-12-07;10374;Warczy;8;3953;Komentarz mechanika
127;K78UVKXV01100020;C2100020;2004-12-07;2004-12-07;10374;Nadwozie;2;1101;Komentarz mechanika
128;K78UVKXV01100020;C2100020;2004-12-07;2004-12-07;10374;Sprzeglo;2;2292;Komentarz mechanika
129;K78UVKXV01100020;C2100020;2004-12-07;2004-12-07;10374;Okna;2;9821;Komentarz mechanika
130;C62FHMYP72100021;D8100021;2015-10-17;2015-10-27;14786;Hamulce;2;1530;Komentarz mechanika
131;C62FHMYP72100021;D8100021;2015-10-17;2015-10-27;14786;Sprzeglo;3;8834;Komentarz mechanika
132;C62FHMYP72100021;D8100021;2015-10-17;2015-10-27;14786;Warczy;2;5127;Komentarz mechanika
133;C62FHMYP72100021;D8100021;2011-08-05;2011-08-13;14786;Silnik;6;6213;Komentarz mechanika
134;C62FHMYP72100021;D8100021;2011-08-05;2011-08-13;14786;Swiatla;3;6490;Komentarz mechanika
135;C62FHMYP72100021;D8100021;2011-08-05;2011-08-13;14786;Opona;2;887;Komentarz mechanika
136;C62FHMYP72100021;D8100021;2018-05-02;2018-05-03;14786;Opona;7;6827;Komentarz mechanika
137;C62FHMYP72100021;D8100021;2018-05-02;2018-05-03;14786;Swiatla;1;7496;Komentarz mechanika
138;C62FHMYP72100021;D8100021;2018-05-02;2018-05-03;14786;Okna;6;5572;Komentarz mechanika
139;C62FHMYP72100021;D8100021;2016-10-24;2016-11-04;14786;Opona;2;4068;Komentarz mechanika
140;C62FHMYP72100021;D8100021;2016-10-24;2016-11-04;14786;Sprzeglo;3;5585;Komentarz mechanika
141;C62FHMYP72100021;D8100021;2005-06-03;2005-06-10;14786;Warczy;1;2427;Komentarz mechanika
142;C62FHMYP72100021;D8100021;2005-06-03;2005-06-10;14786;Hamulce;1;1159;Komentarz mechanika
143;C62FHMYP72100021;D8100021;2005-06-03;2005-06-10;14786;Wydech;6;7920;Komentarz mechanika
144;C62FHMYP72100021;D8100021;2005-06-03;2005-06-10;14786;Inne;7;8602;Komentarz mechanika
145;C39OHFFS77100022;N7100022;2015-10-19;2015-10-21;10135;Okna;3;6158;Komentarz mechanika
146;C39OHFFS77100022;N7100022;2015-10-19;2015-10-21;10135;Nadwozie;6;436;Komentarz mechanika
147;C39OHFFS77100022;N7100022;2015-10-19;2015-10-21;10135;Opona;2;8485;Komentarz mechanika
148;C39OHFFS77100022;N7100022;2015-10-19;2015-10-21;10135;Uszkodzenie;7;6764;Komentarz mechanika
149;C39OHFFS77100022;N7100022;2006-11-28;2006-12-10;10135;Okna;10;6862;Komentarz mechanika
150;C39OHFFS77100022;N7100022;2006-11-28;2006-12-10;10135;Sprzeglo;2;899;Komentarz mechanika
151;C39OHFFS77100022;N7100022;2006-11-28;2006-12-10;10135;Opona;6;592;Komentarz mechanika
152;Z63MXNHG46100023;M7100023;2006-07-14;2006-07-21;13233;Inne;2;6876;Komentarz mechanika
153;Z63MXNHG46100023;M7100023;2006-07-14;2006-07-21;13233;Warczy;8;6081;Komentarz mechanika
154;Z63MXNHG46100023;M7100023;2006-07-14;2006-07-21;13233;Hamulce;4;6574;Komentarz mechanika
155;Z63MXNHG46100023;M7100023;2006-07-14;2006-07-21;13233;Opona;5;2387;Komentarz mechanika
156;N40KESHQ48100024;X4100024;2003-01-13;2003-01-18;14580;Hamulce;3;9848;Komentarz mechanika
157;N40KESHQ48100024;X4100024;2003-01-13;2003-01-18;14580;Silnik;6;4065;Komentarz mechanika
158;N40KESHQ48100024;X4100024;2003-01-13;2003-01-18;14580;Uszkodzenie;4;6246;Komentarz mechanika
159;N40KESHQ48100024;X4100024;1995-04-13;1995-04-23;14580;Nadwozie;4;2563;Komentarz mechanika
160;N40KESHQ48100024;X4100024;1995-04-13;1995-04-23;14580;Inne;1;3619;Komentarz mechanika
161;N40KESHQ48100024;X4100024;1995-04-13;1995-04-23;14580;Opona;6;6835;Komentarz mechanika
162;N40KESHQ48100024;X4100024;2017-03-12;2017-03-15;14580;Opona;9;103;Komentarz mechanika
163;P09GQEHP23100026;J8100026;2020-03-02;2020-03-08;13541;Warczy;1;8644;Komentarz mechanika
164;P09GQEHP23100026;J8100026;2020-03-02;2020-03-08;13541;Uszkodzenie;6;2550;Komentarz mechanika
165;P09GQEHP23100026;J8100026;2020-03-02;2020-03-08;13541;Opona;8;5562;Komentarz mechanika
166;P09GQEHP23100026;J8100026;2020-03-02;2020-03-08;13541;Silnik;4;6921;Komentarz mechanika
167;P09GQEHP23100026;J8100026;2019-01-04;2019-01-08;13541;Nadwozie;2;7711;Komentarz mechanika
168;P09GQEHP23100026;J8100026;2019-01-04;2019-01-08;13541;Opona;2;2664;Komentarz mechanika
169;P09GQEHP23100026;J8100026;2019-01-04;2019-01-08;13541;Okna;3;1129;Komentarz mechanika
170;K14LSWVM89100027;N3100027;2010-10-01;2010-10-03;10208;Opona;4;1000;Komentarz mechanika
171;K14LSWVM89100027;N3100027;2010-10-01;2010-10-03;10208;Okna;6;3670;Komentarz mechanika
172;W23YHBJH63100028;X9100028;2019-06-11;2019-06-20;10073;Okna;7;3902;Komentarz mechanika
173;W23YHBJH63100028;X9100028;2018-08-14;2018-08-15;10073;Nadwozie;6;1620;Komentarz mechanika
174;W23YHBJH63100028;X9100028;2018-08-14;2018-08-15;10073;Hamulce;4;4509;Komentarz mechanika
175;W23YHBJH63100028;X9100028;2019-08-04;2019-08-08;10073;Okna;6;5541;Komentarz mechanika
176;W23YHBJH63100028;X9100028;2019-08-04;2019-08-08;10073;Warczy;2;7358;Komentarz mechanika
177;W23YHBJH63100028;X9100028;2019-08-04;2019-08-08;10073;Wydech;2;7531;Komentarz mechanika
178;W23YHBJH63100028;X9100028;2019-08-04;2019-08-08;10073;Silnik;1;9810;Komentarz mechanika
179;S06HYVBM45100029;T6100029;2021-01-25;2021-02-01;15278;Silnik;2;9385;Komentarz mechanika
180;S06HYVBM45100029;T6100029;2020-04-10;2020-04-16;15278;Uszkodzenie;3;8674;Komentarz mechanika
181;S06HYVBM45100029;T6100029;2020-04-10;2020-04-16;15278;Swiatla;2;1728;Komentarz mechanika
182;S06HYVBM45100029;T6100029;2020-04-10;2020-04-16;15278;Opona;6;9103;Komentarz mechanika
183;S06HYVBM45100029;T6100029;2020-04-10;2020-04-16;15278;Wydech;6;7917;Komentarz mechanika
184;S06HYVBM45100029;T6100029;2020-08-11;2020-08-16;15278;Opona;10;983;Komentarz mechanika
185;M63KZPDF79100030;D8100030;2014-10-22;2014-11-02;15087;Hamulce;4;9237;Komentarz mechanika
186;G53SKGFF34100031;F0100031;2019-09-13;2019-09-20;12619;Hamulce;1;1536;Komentarz mechanika
187;G53SKGFF34100031;F0100031;2019-09-13;2019-09-20;12619;Nadwozie;6;5330;Komentarz mechanika
188;G53SKGFF34100031;F0100031;2019-09-13;2019-09-20;12619;Swiatla;2;1666;Komentarz mechanika
189;G53SKGFF34100031;F0100031;2005-04-19;2005-05-01;12619;Sprzeglo;10;1495;Komentarz mechanika
190;G53SKGFF34100031;F0100031;2005-04-19;2005-05-01;12619;Wydech;2;6595;Komentarz mechanika
191;G53SKGFF34100031;F0100031;2005-04-19;2005-05-01;12619;Swiatla;4;1116;Komentarz mechanika
192;G53SKGFF34100031;F0100031;2003-10-02;2003-10-03;12619;Swiatla;4;3498;Komentarz mechanika
193;G53SKGFF34100031;F0100031;2016-05-13;2016-05-18;12619;Nadwozie;3;6502;Komentarz mechanika
194;G53SKGFF34100031;F0100031;2016-05-13;2016-05-18;12619;Silnik;2;4889;Komentarz mechanika
195;G53SKGFF34100031;F0100031;2010-12-16;2010-12-19;12619;Uszkodzenie;2;9901;Komentarz mechanika
196;G53SKGFF34100031;F0100031;2010-12-16;2010-12-19;12619;Inne;3;5167;Komentarz mechanika
197;G53SKGFF34100031;F0100031;2016-12-02;2016-12-02;12619;Nadwozie;10;712;Komentarz mechanika
198;G53SKGFF34100031;F0100031;2016-12-02;2016-12-02;12619;Uszkodzenie;2;293;Komentarz mechanika
199;G53SKGFF34100031;F0100031;2016-12-02;2016-12-02;12619;Wydech;9;3612;Komentarz mechanika
200;U69UDCUA23100032;F4100032;2015-01-17;2015-01-19;11515;Silnik;6;6888;Komentarz mechanika
201;U69UDCUA23100032;F4100032;2015-01-17;2015-01-19;11515;Opona;2;2835;Komentarz mechanika
202;U69UDCUA23100032;F4100032;2013-01-11;2013-01-20;11515;Opona;6;6526;Komentarz mechanika
203;U69UDCUA23100032;F4100032;2019-09-01;2019-09-02;11515;Hamulce;6;6625;Komentarz mechanika
204;X83NOJQB99100034;A6100034;1996-04-18;1996-04-22;13267;Warczy;4;9559;Komentarz mechanika
205;X83NOJQB99100034;A6100034;1996-04-18;1996-04-22;13267;Inne;3;8902;Komentarz mechanika
206;X83NOJQB99100034;A6100034;1996-04-18;1996-04-22;13267;Opona;5;2320;Komentarz mechanika
207;X83NOJQB99100034;A6100034;1996-04-18;1996-04-22;13267;Sprzeglo;6;8822;Komentarz mechanika
208;X83NOJQB99100034;A6100034;2017-01-21;2017-01-22;13267;Warczy;2;5470;Komentarz mechanika
209;X83NOJQB99100034;A6100034;2007-10-04;2007-10-06;13267;Uszkodzenie;4;4389;Komentarz mechanika
210;X83NOJQB99100034;A6100034;2007-10-04;2007-10-06;13267;Silnik;2;8542;Komentarz mechanika
211;X83NOJQB99100034;A6100034;2007-10-04;2007-10-06;13267;Hamulce;2;1390;Komentarz mechanika
212;X83NOJQB99100034;A6100034;2010-01-18;2010-01-19;13267;Hamulce;10;6386;Komentarz mechanika
213;X83NOJQB99100034;A6100034;2010-01-18;2010-01-19;13267;Okna;1;2381;Komentarz mechanika
214;X83NOJQB99100034;A6100034;2010-01-18;2010-01-19;13267;Silnik;3;5396;Komentarz mechanika
215;X83NOJQB99100034;A6100034;2010-01-18;2010-01-19;13267;Uszkodzenie;2;1887;Komentarz mechanika
216;G03GDZUR29100035;K8100035;2019-12-11;2019-12-12;17778;Warczy;9;2844;Komentarz mechanika
217;G03GDZUR29100035;K8100035;2019-12-11;2019-12-12;17778;Uszkodzenie;3;4804;Komentarz mechanika
218;G03GDZUR29100035;K8100035;2019-12-11;2019-12-12;17778;Okna;2;8150;Komentarz mechanika
219;G03GDZUR29100035;K8100035;2017-12-23;2017-12-23;17778;Swiatla;9;5696;Komentarz mechanika
220;G03GDZUR29100035;K8100035;2017-12-23;2017-12-23;17778;Nadwozie;10;3513;Komentarz mechanika
221;G03GDZUR29100035;K8100035;2017-12-23;2017-12-23;17778;Okna;6;5060;Komentarz mechanika
222;G03GDZUR29100035;K8100035;2020-11-09;2020-11-14;17778;Okna;6;3389;Komentarz mechanika
223;G03GDZUR29100035;K8100035;2020-11-09;2020-11-14;17778;Wydech;2;7798;Komentarz mechanika
224;G03GDZUR29100035;K8100035;2020-11-09;2020-11-14;17778;Nadwozie;3;4504;Komentarz mechanika
225;R41RFXHL62100037;G9100037;2011-03-17;2011-03-27;12162;Okna;1;9626;Komentarz mechanika
226;R41RFXHL62100037;G9100037;2011-03-17;2011-03-27;12162;Silnik;5;4177;Komentarz mechanika
227;R41RFXHL62100037;G9100037;2011-03-17;2011-03-27;12162;Opona;2;4467;Komentarz mechanika
228;R41RFXHL62100037;G9100037;2019-03-08;2019-03-16;12162;Okna;1;3966;Komentarz mechanika
229;R41RFXHL62100037;G9100037;2019-03-08;2019-03-16;12162;Wydech;9;7126;Komentarz mechanika
230;R41RFXHL62100037;G9100037;2015-03-21;2015-03-26;12162;Warczy;10;2685;Komentarz mechanika
231;R41RFXHL62100037;G9100037;2015-03-21;2015-03-26;12162;Okna;5;7305;Komentarz mechanika
232;R41RFXHL62100037;G9100037;2015-03-21;2015-03-26;12162;Sprzeglo;2;9592;Komentarz mechanika
233;Q08ABZZD08100039;D4100039;2017-06-01;2017-06-02;11045;Swiatla;6;8135;Komentarz mechanika
234;Q08ABZZD08100039;D4100039;2004-09-20;2004-09-27;11045;Hamulce;4;7075;Komentarz mechanika
235;Q08ABZZD08100039;D4100039;2004-09-20;2004-09-27;11045;Nadwozie;3;4262;Komentarz mechanika
236;Q08ABZZD08100039;D4100039;2016-02-10;2016-02-12;11045;Hamulce;2;5148;Komentarz mechanika
237;Q08ABZZD08100039;D4100039;2016-02-10;2016-02-12;11045;Sprzeglo;3;8792;Komentarz mechanika
238;S01BCGOU55100040;W5100040;2016-10-07;2016-10-17;15854;Silnik;6;1958;Komentarz mechanika
239;S01BCGOU55100040;W5100040;2016-10-07;2016-10-17;15854;Nadwozie;2;4683;Komentarz mechanika
240;S01BCGOU55100040;W5100040;2016-10-07;2016-10-17;15854;Warczy;3;621;Komentarz mechanika
241;S01BCGOU55100040;W5100040;2017-02-26;2017-03-07;15854;Inne;6;8666;Komentarz mechanika
242;S01BCGOU55100040;W5100040;2017-02-26;2017-03-07;15854;Opona;9;6292;Komentarz mechanika
243;S01BCGOU55100040;W5100040;2017-02-26;2017-03-07;15854;Silnik;1;5920;Komentarz mechanika
244;S01BCGOU55100040;W5100040;2017-02-26;2017-03-07;15854;Uszkodzenie;5;7987;Komentarz mechanika
245;S01BCGOU55100040;W5100040;2017-12-12;2017-12-14;15854;Wydech;2;8344;Komentarz mechanika
246;S01BCGOU55100040;W5100040;2017-12-12;2017-12-14;15854;Silnik;8;4665;Komentarz mechanika
247;S01BCGOU55100040;W5100040;2017-12-12;2017-12-14;15854;Swiatla;3;3795;Komentarz mechanika
