40,10,2,Skierniewice,lodzkie,211,334,21:59:00,22:59:00,2000-06-26,2000-06-26
41,5,0,Skierniewice,lodzkie,214,336,21:59:00,01:59:00,2000-06-26,2000-06-27
42,10,2,Skierniewice,lodzkie,212,340,11:59:00,12:59:00,2000-08-26,2000-08-26
43,6,0,Skierniewice,lodzkie,213,338,21:59:00,22:59:00,2000-08-26,2000-08-26
44,2,1,Skierniewice,lodzkie,200,353,21:59:00,01:59:00,2000-08-26,2000-08-27
45,6,0,Skierniewice,lodzkie,196,338,21:59:00,22:59:00,2000-08-26,2000-08-26
46,0,2,Skierniewice,lodzkie,203,339,21:59:00,23:59:00,2000-08-26,2000-08-26
47,9,2,Skierniewice,lodzkie,199,342,21:59:00,01:59:00,2000-08-26,2000-08-27
48,10,0,Skierniewice,lodzkie,207,345,21:59:00,21:59:00,2000-08-26,2000-08-26
49,1,2,Skierniewice,lodzkie,210,353,21:59:00,23:59:00,2000-08-26,2000-08-26
50,5,0,Skierniewice,lodzkie,209,352,21:59:00,21:59:00,2000-08-26,2000-08-26
51,7,0,Skierniewice,lodzkie,200,347,22:40:00,00:40:00,2000-08-26,2000-08-27
52,10,0,Skierniewice,lodzkie,208,334,22:40:00,01:52:00,2000-08-26,2000-08-27
53,8,0,Skierniewice,lodzkie,198,344,22:40:00,23:47:00,2000-08-26,2000-08-26
54,9,1,Skierniewice,lodzkie,202,352,22:40:00,00:44:00,2000-08-26,2000-08-27
55,3,2,Skierniewice,lodzkie,195,334,22:40:00,01:49:00,2000-08-26,2000-08-27
56,5,1,Skierniewice,lodzkie,207,339,22:40:00,22:57:00,2000-08-26,2000-08-26
57,5,1,Skierniewice,lodzkie,207,342,22:40:00,00:40:00,2000-08-26,2000-08-27
58,4,2,Skierniewice,lodzkie,213,342,22:40:00,23:56:00,2000-08-26,2000-08-26
59,2,1,Skierniewice,lodzkie,202,346,18:35:00,00:39:00,2000-06-26,2000-06-27
60,2,0,Skierniewice,lodzkie,196,344,18:35:00,22:45:00,2000-06-26,2000-06-26
61,0,0,Skierniewice,lodzkie,202,335,18:35:00,22:55:00,2000-06-26,2000-06-26
62,10,0,Skierniewice,lodzkie,206,348,14:57:00,21:57:00,2000-07-26,2000-07-26
63,5,2,Skierniewice,lodzkie,201,345,14:57:00,18:57:00,2000-07-26,2000-07-26
64,6,2,Skierniewice,lodzkie,198,347,14:57:00,20:58:00,2000-07-26,2000-07-26
65,4,2,Skierniewice,lodzkie,214,344,06:58:00,09:58:00,2000-11-26,2000-11-26
66,7,1,Skierniewice,lodzkie,204,349,06:58:00,21:59:00,2000-11-26,2000-11-26
67,10,1,Skierniewice,lodzkie,203,348,06:58:00,23:58:00,2000-11-26,2000-11-26
68,0,1,Skierniewice,lodzkie,204,334,06:58:00,21:59:00,2000-11-26,2000-11-26
69,9,2,Skierniewice,lodzkie,200,353,06:58:00,01:59:00,2000-11-26,2000-11-27
70,4,1,Skierniewice,lodzkie,201,351,06:58:00,20:59:00,2000-11-26,2000-11-26
71,3,2,Skierniewice,lodzkie,210,339,06:58:00,06:59:00,2000-11-26,2000-11-26
72,2,0,Skierniewice,lodzkie,208,351,06:58:00,20:58:00,2000-11-26,2000-11-26
73,8,1,Skierniewice,lodzkie,212,345,06:58:00,06:58:00,2000-11-26,2000-11-26
74,4,0,Skierniewice,lodzkie,208,339,06:58:00,21:59:00,2000-11-26,2000-11-26
75,4,0,Skierniewice,lodzkie,202,338,01:45:00,11:49:00,2000-10-27,2000-10-27
76,8,0,Skierniewice,lodzkie,215,342,01:45:00,13:56:00,2000-10-27,2000-10-27
77,3,2,Skierniewice,lodzkie,198,343,01:45:00,10:59:00,2000-10-27,2000-10-27
78,10,0,Skierniewice,lodzkie,214,336,01:45:00,15:48:00,2000-10-27,2000-10-27
79,5,0,Skierniewice,lodzkie,199,346,01:45:00,22:54:00,2000-10-27,2000-10-27
80,0,0,Skierniewice,lodzkie,203,338,01:45:00,07:52:00,2000-10-27,2000-10-27
81,9,2,Skierniewice,lodzkie,206,353,01:45:00,23:56:00,2000-10-27,2000-10-27
82,5,1,Skierniewice,lodzkie,213,345,01:45:00,05:59:00,2000-10-27,2000-10-27
83,9,2,Skierniewice,lodzkie,209,348,07:50:00,15:56:00,2000-06-26,2000-06-26
84,2,0,Skierniewice,lodzkie,208,354,07:50:00,08:59:00,2000-06-26,2000-06-26
85,3,2,Skierniewice,lodzkie,198,335,07:50:00,20:59:00,2000-06-26,2000-06-26
86,8,0,Skierniewice,lodzkie,201,335,07:50:00,09:55:00,2000-06-26,2000-06-26
87,10,1,Skierniewice,lodzkie,202,352,07:50:00,12:55:00,2000-06-26,2000-06-26
88,2,1,Skierniewice,lodzkie,196,334,07:50:00,11:51:00,2000-06-26,2000-06-26
89,9,0,Skierniewice,lodzkie,198,341,07:50:00,21:58:00,2000-06-26,2000-06-26
90,1,0,Skierniewice,lodzkie,202,351,07:50:00,13:58:00,2000-06-26,2000-06-26
91,10,2,Skierniewice,lodzkie,197,346,07:50:00,18:59:00,2000-06-26,2000-06-26
92,6,2,Skierniewice,lodzkie,212,350,00:55:00,12:58:00,2000-11-27,2000-11-27
93,4,1,Skierniewice,lodzkie,210,350,00:55:00,19:55:00,2000-11-27,2000-11-27
94,1,2,Skierniewice,lodzkie,210,342,00:55:00,12:57:00,2000-11-27,2000-11-27
95,8,0,Skierniewice,lodzkie,198,338,16:53:00,21:59:00,2000-11-27,2000-11-27
96,3,1,Skierniewice,lodzkie,206,354,15:50:00,19:53:00,2000-08-26,2000-08-26
97,3,0,Skierniewice,lodzkie,202,342,15:24:00,21:44:00,2000-07-26,2000-07-26
98,4,1,Skierniewice,lodzkie,200,346,15:24:00,00:56:00,2000-07-26,2000-07-27
99,7,2,Skierniewice,lodzkie,210,338,15:24:00,21:27:00,2000-07-26,2000-07-26
100,10,1,Skierniewice,lodzkie,199,343,15:24:00,17:38:00,2000-07-26,2000-07-26
101,5,0,Skierniewice,lodzkie,213,343,15:24:00,23:31:00,2000-07-26,2000-07-26
102,2,2,Skierniewice,lodzkie,210,337,15:24:00,21:44:00,2000-07-26,2000-07-26
103,10,0,Skierniewice,lodzkie,213,342,15:24:00,01:36:00,2000-07-26,2000-07-27
104,4,1,Skierniewice,lodzkie,204,346,15:24:00,17:51:00,2000-07-26,2000-07-26
105,3,0,Skierniewice,lodzkie,202,335,00:53:00,18:59:00,2000-12-27,2000-12-27
106,6,1,Skierniewice,lodzkie,196,342,00:53:00,18:59:00,2000-12-27,2000-12-27
107,8,1,Skierniewice,lodzkie,203,347,21:56:00,00:56:00,2000-09-26,2000-09-27
108,7,0,Skierniewice,lodzkie,205,341,21:56:00,23:56:00,2000-09-26,2000-09-26
109,9,2,Skierniewice,lodzkie,215,347,21:56:00,00:56:00,2000-09-26,2000-09-27
110,9,1,Skierniewice,lodzkie,214,343,21:56:00,22:57:00,2000-09-26,2000-09-26
111,8,2,Skierniewice,lodzkie,195,347,21:56:00,21:57:00,2000-09-26,2000-09-26
112,1,1,Skierniewice,lodzkie,197,350,21:56:00,23:57:00,2000-09-26,2000-09-26
113,8,1,Skierniewice,lodzkie,215,345,21:56:00,00:59:00,2000-09-26,2000-09-27
114,5,2,Skierniewice,lodzkie,195,348,21:56:00,22:56:00,2000-09-26,2000-09-26
115,9,0,Skierniewice,lodzkie,195,347,11:54:00,13:58:00,2000-08-26,2000-08-26
116,2,0,Skierniewice,lodzkie,207,352,11:54:00,20:58:00,2000-08-26,2000-08-26
117,5,0,Skierniewice,lodzkie,207,344,11:54:00,17:56:00,2000-08-26,2000-08-26
118,1,1,Kazimierz Dolny,lubelskie,414,320,01:26:00,16:41:00,2000-12-27,2000-12-27
119,9,2,Kazimierz Dolny,lubelskie,406,322,17:48:00,20:52:00,2000-11-26,2000-11-26
120,4,0,Kazimierz Dolny,lubelskie,404,323,17:48:00,01:51:00,2000-11-26,2000-11-27
121,5,0,Kazimierz Dolny,lubelskie,420,310,17:48:00,18:52:00,2000-11-26,2000-11-26
122,9,0,Kazimierz Dolny,lubelskie,403,304,17:48:00,18:55:00,2000-11-26,2000-11-26
123,5,0,Kazimierz Dolny,lubelskie,410,324,17:48:00,18:50:00,2000-11-26,2000-11-26
124,6,1,Kazimierz Dolny,lubelskie,415,306,17:48:00,23:53:00,2000-11-26,2000-11-26
125,4,2,Kazimierz Dolny,lubelskie,418,309,17:48:00,18:57:00,2000-11-26,2000-11-26
126,5,1,Kazimierz Dolny,lubelskie,415,312,17:48:00,17:54:00,2000-11-26,2000-11-26
127,0,1,Kazimierz Dolny,lubelskie,407,313,17:48:00,19:53:00,2000-11-26,2000-11-26
128,6,2,Kazimierz Dolny,lubelskie,409,314,03:56:00,13:57:00,2000-08-26,2000-08-26
129,3,2,Kazimierz Dolny,lubelskie,409,311,03:56:00,15:59:00,2000-08-26,2000-08-26
130,7,1,Kazimierz Dolny,lubelskie,403,314,03:56:00,21:57:00,2000-08-26,2000-08-26
131,5,2,Kazimierz Dolny,lubelskie,423,323,00:54:00,17:57:00,2000-10-27,2000-10-27
132,10,0,Kazimierz Dolny,lubelskie,410,319,00:54:00,22:58:00,2000-10-27,2000-10-27
133,1,0,Kazimierz Dolny,lubelskie,414,314,00:54:00,08:59:00,2000-10-27,2000-10-27
134,10,1,Kazimierz Dolny,lubelskie,409,310,18:39:00,20:53:00,2000-07-26,2000-07-26
135,1,1,Kazimierz Dolny,lubelskie,417,311,18:39:00,23:59:00,2000-07-26,2000-07-26
136,4,1,Kazimierz Dolny,lubelskie,407,315,18:39:00,00:51:00,2000-07-26,2000-07-27
137,5,1,Kazimierz Dolny,lubelskie,408,304,18:39:00,18:52:00,2000-07-26,2000-07-26
138,10,2,Kazimierz Dolny,lubelskie,409,307,18:39:00,21:57:00,2000-07-26,2000-07-26
139,7,0,Kazimierz Dolny,lubelskie,412,317,18:39:00,18:48:00,2000-07-26,2000-07-26
140,1,2,Kazimierz Dolny,lubelskie,403,317,18:39:00,20:46:00,2000-07-26,2000-07-26
141,1,0,Kazimierz Dolny,lubelskie,404,320,18:39:00,00:50:00,2000-07-26,2000-07-27
142,5,0,Kazimierz Dolny,lubelskie,412,316,18:39:00,18:49:00,2000-07-26,2000-07-26
143,0,0,Kazimierz Dolny,lubelskie,422,312,01:29:00,06:58:00,2000-12-27,2000-12-27
144,10,0,Kazimierz Dolny,lubelskie,407,319,01:29:00,15:38:00,2000-12-27,2000-12-27
145,10,2,Kazimierz Dolny,lubelskie,409,310,01:29:00,05:35:00,2000-12-27,2000-12-27
146,4,1,Kazimierz Dolny,lubelskie,411,307,01:29:00,17:43:00,2000-12-27,2000-12-27
147,0,0,Kazimierz Dolny,lubelskie,422,305,01:29:00,15:49:00,2000-12-27,2000-12-27
148,9,2,Kazimierz Dolny,lubelskie,404,315,01:29:00,21:56:00,2000-12-27,2000-12-27
149,7,0,Kazimierz Dolny,lubelskie,403,304,01:29:00,12:33:00,2000-12-27,2000-12-27
150,8,1,Kazimierz Dolny,lubelskie,403,306,01:29:00,23:57:00,2000-12-27,2000-12-27
151,0,2,Kazimierz Dolny,lubelskie,406,314,01:29:00,23:41:00,2000-12-27,2000-12-27
152,2,2,Kazimierz Dolny,lubelskie,423,321,22:48:00,01:52:00,2000-09-26,2000-09-27
153,5,1,Kazimierz Dolny,lubelskie,420,310,22:48:00,00:54:00,2000-09-26,2000-09-27
154,2,1,Kazimierz Dolny,lubelskie,407,315,22:48:00,22:50:00,2000-09-26,2000-09-26
155,0,1,Kazimierz Dolny,lubelskie,405,304,22:48:00,23:53:00,2000-09-26,2000-09-26
156,4,0,Kazimierz Dolny,lubelskie,423,312,22:48:00,01:53:00,2000-09-26,2000-09-27
157,9,2,Kazimierz Dolny,lubelskie,415,314,22:48:00,00:54:00,2000-09-26,2000-09-27
158,4,2,Kazimierz Dolny,lubelskie,413,324,22:48:00,22:54:00,2000-09-26,2000-09-26
159,3,0,Kazimierz Dolny,lubelskie,418,307,22:48:00,23:50:00,2000-09-26,2000-09-26
160,1,0,Kazimierz Dolny,lubelskie,414,308,21:53:00,21:55:00,2000-07-26,2000-07-26
161,7,2,Kazimierz Dolny,lubelskie,405,304,21:53:00,23:59:00,2000-07-26,2000-07-26
162,9,1,Kazimierz Dolny,lubelskie,416,306,21:53:00,22:53:00,2000-07-26,2000-07-26
163,0,2,Kazimierz Dolny,lubelskie,406,311,21:53:00,01:57:00,2000-07-26,2000-07-27
164,6,0,Kazimierz Dolny,lubelskie,412,308,21:53:00,22:58:00,2000-07-26,2000-07-26
165,0,0,Kazimierz Dolny,lubelskie,404,313,21:53:00,22:56:00,2000-07-26,2000-07-26
166,2,2,Kazimierz Dolny,lubelskie,418,322,19:52:00,21:52:00,2000-07-26,2000-07-26
167,10,1,Kazimierz Dolny,lubelskie,408,320,19:52:00,00:59:00,2000-07-26,2000-07-27
168,1,1,Kazimierz Dolny,lubelskie,407,309,19:52:00,23:54:00,2000-07-26,2000-07-26
169,3,0,Kazimierz Dolny,lubelskie,422,324,19:52:00,01:56:00,2000-07-26,2000-07-27
170,10,2,Kazimierz Dolny,lubelskie,403,314,19:52:00,23:58:00,2000-07-26,2000-07-26
171,0,0,Kazimierz Dolny,lubelskie,416,308,19:52:00,20:52:00,2000-07-26,2000-07-26
172,1,1,Kazimierz Dolny,lubelskie,411,304,19:52:00,23:54:00,2000-07-26,2000-07-26
173,8,2,Kazimierz Dolny,lubelskie,416,305,19:52:00,19:52:00,2000-07-26,2000-07-26
174,0,0,Kazimierz Dolny,lubelskie,408,319,03:26:00,05:27:00,2000-11-26,2000-11-26
175,4,2,Kazimierz Dolny,lubelskie,422,311,03:26:00,04:52:00,2000-11-26,2000-11-26
176,8,2,Kazimierz Dolny,lubelskie,423,311,03:26:00,11:55:00,2000-11-26,2000-11-26
177,3,1,Kazimierz Dolny,lubelskie,406,315,03:26:00,17:46:00,2000-11-26,2000-11-26
178,10,2,Kazimierz Dolny,lubelskie,410,316,03:26:00,04:41:00,2000-11-26,2000-11-26
179,9,1,Kazimierz Dolny,lubelskie,419,319,03:26:00,21:28:00,2000-11-26,2000-11-26
180,1,0,Kazimierz Dolny,lubelskie,413,315,03:26:00,03:33:00,2000-11-26,2000-11-26
181,3,0,Kazimierz Dolny,lubelskie,412,321,03:26:00,15:40:00,2000-11-26,2000-11-26
182,5,0,Kazimierz Dolny,lubelskie,416,310,07:39:00,22:51:00,2000-07-26,2000-07-26
183,6,0,Kazimierz Dolny,lubelskie,418,313,07:39:00,23:39:00,2000-07-26,2000-07-26
184,0,2,Kazimierz Dolny,lubelskie,419,323,07:39:00,07:56:00,2000-07-26,2000-07-26
185,3,1,Kazimierz Dolny,lubelskie,415,323,07:39:00,11:45:00,2000-07-26,2000-07-26
186,7,2,Kazimierz Dolny,lubelskie,413,312,07:39:00,13:51:00,2000-07-26,2000-07-26
187,5,0,Kazimierz Dolny,lubelskie,416,323,07:39:00,17:41:00,2000-07-26,2000-07-26
188,5,1,Kazimierz Dolny,lubelskie,411,319,07:39:00,10:46:00,2000-07-26,2000-07-26
189,6,2,Kazimierz Dolny,lubelskie,415,319,03:57:00,03:59:00,2000-06-26,2000-06-26
190,2,1,Kazimierz Dolny,lubelskie,407,307,03:57:00,18:59:00,2000-06-26,2000-06-26
191,7,0,Kazimierz Dolny,lubelskie,423,320,03:57:00,19:58:00,2000-06-26,2000-06-26
192,6,0,Kazimierz Dolny,lubelskie,420,312,03:57:00,19:57:00,2000-06-26,2000-06-26
193,0,1,Kazimierz Dolny,lubelskie,407,313,03:57:00,10:58:00,2000-06-26,2000-06-26
194,6,0,Kazimierz Dolny,lubelskie,423,313,03:57:00,12:57:00,2000-06-26,2000-06-26
195,5,2,Kazimierz Dolny,lubelskie,409,304,03:57:00,10:59:00,2000-06-26,2000-06-26
196,4,0,Kazimierz Dolny,lubelskie,407,317,03:57:00,07:57:00,2000-06-26,2000-06-26
197,2,1,Kazimierz Dolny,lubelskie,411,304,03:57:00,08:58:00,2000-06-26,2000-06-26
198,7,0,Kazimierz Dolny,lubelskie,420,320,12:53:00,16:55:00,2000-08-26,2000-08-26
199,10,0,Kazimierz Dolny,lubelskie,411,317,12:53:00,19:59:00,2000-08-26,2000-08-26
200,2,0,Kazimierz Dolny,lubelskie,410,319,12:53:00,18:56:00,2000-08-26,2000-08-26
201,6,1,Kazimierz Dolny,lubelskie,412,315,12:53:00,00:57:00,2000-08-26,2000-08-27
202,0,2,Kazimierz Dolny,lubelskie,417,305,12:53:00,19:59:00,2000-08-26,2000-08-26
203,5,0,Kazimierz Dolny,lubelskie,412,313,12:53:00,00:59:00,2000-08-26,2000-08-27
204,10,1,Kazimierz Dolny,lubelskie,412,310,00:56:00,23:59:00,2000-11-27,2000-11-27
205,7,2,Kazimierz Dolny,lubelskie,415,316,00:56:00,00:58:00,2000-11-27,2000-11-28
206,0,2,Kazimierz Dolny,lubelskie,403,321,00:56:00,19:57:00,2000-11-27,2000-11-27
207,0,1,Kazimierz Dolny,lubelskie,407,312,00:56:00,17:57:00,2000-11-27,2000-11-27
208,2,0,Kazimierz Dolny,lubelskie,423,309,00:56:00,08:59:00,2000-11-27,2000-11-27
209,7,2,Kazimierz Dolny,lubelskie,409,321,00:56:00,14:59:00,2000-11-27,2000-11-27
210,5,0,Kazimierz Dolny,lubelskie,413,320,00:56:00,20:59:00,2000-11-27,2000-11-27
211,8,0,Kazimierz Dolny,lubelskie,406,311,00:56:00,21:56:00,2000-11-27,2000-11-27
212,9,0,Kazimierz Dolny,lubelskie,410,311,00:56:00,09:56:00,2000-11-27,2000-11-27
213,4,2,Kazimierz Dolny,lubelskie,423,322,15:42:00,15:48:00,2000-10-26,2000-10-26
214,1,1,Kazimierz Dolny,lubelskie,415,324,15:42:00,16:46:00,2000-10-26,2000-10-26
215,10,0,Kazimierz Dolny,lubelskie,413,309,04:27:00,08:57:00,2000-12-27,2000-12-27
216,10,2,Kazimierz Dolny,lubelskie,414,304,04:27:00,17:33:00,2000-12-27,2000-12-27
217,8,1,Kazimierz Dolny,lubelskie,409,316,04:27:00,11:35:00,2000-12-27,2000-12-27
218,4,2,Kazimierz Dolny,lubelskie,417,323,04:27:00,21:49:00,2000-12-27,2000-12-27
219,6,1,Kazimierz Dolny,lubelskie,406,323,04:27:00,09:32:00,2000-12-27,2000-12-27
220,9,0,Kazimierz Dolny,lubelskie,414,324,22:13:00,00:42:00,2000-07-26,2000-07-27
221,7,1,Kazimierz Dolny,lubelskie,420,304,22:13:00,00:53:00,2000-07-26,2000-07-27
222,5,0,Kazimierz Dolny,lubelskie,421,312,22:13:00,00:29:00,2000-07-26,2000-07-27
223,3,1,Kazimierz Dolny,lubelskie,406,321,22:13:00,22:50:00,2000-07-26,2000-07-26
224,9,2,Kazimierz Dolny,lubelskie,418,309,22:13:00,01:21:00,2000-07-26,2000-07-27
225,3,0,Kazimierz Dolny,lubelskie,415,311,22:13:00,22:50:00,2000-07-26,2000-07-26
226,5,0,Kazimierz Dolny,lubelskie,420,308,01:48:00,05:49:00,2000-11-27,2000-11-27
227,7,2,Kazimierz Dolny,lubelskie,408,324,01:48:00,22:51:00,2000-11-27,2000-11-27
228,2,1,Kazimierz Dolny,lubelskie,413,305,01:48:00,16:57:00,2000-11-27,2000-11-27
229,2,0,Kazimierz Dolny,lubelskie,417,313,01:48:00,02:48:00,2000-11-27,2000-11-27
230,4,1,Kazimierz Dolny,lubelskie,415,313,01:48:00,08:57:00,2000-11-27,2000-11-27
231,7,0,Kazimierz Dolny,lubelskie,403,324,01:48:00,13:59:00,2000-11-27,2000-11-27
232,6,2,Kazimierz Dolny,lubelskie,404,317,21:55:00,22:55:00,2000-10-26,2000-10-26
233,9,2,Kazimierz Dolny,lubelskie,417,316,21:55:00,00:58:00,2000-10-26,2000-10-27
234,4,0,Kazimierz Dolny,lubelskie,407,310,21:55:00,21:55:00,2000-10-26,2000-10-26
235,1,2,Kazimierz Dolny,lubelskie,417,316,23:58:00,01:59:00,2000-07-26,2000-07-27
236,3,0,Kazimierz Dolny,lubelskie,408,307,23:58:00,01:59:00,2000-07-26,2000-07-27
237,9,1,Kazimierz Dolny,lubelskie,406,310,23:58:00,00:59:00,2000-07-26,2000-07-27
238,0,2,Kazimierz Dolny,lubelskie,406,308,23:58:00,23:58:00,2000-07-26,2000-07-26
239,8,0,Kazimierz Dolny,lubelskie,422,324,23:58:00,23:59:00,2000-07-26,2000-07-26
240,8,1,Kazimierz Dolny,lubelskie,415,315,23:58:00,01:59:00,2000-07-26,2000-07-27
241,9,2,Kazimierz Dolny,lubelskie,405,314,23:58:00,00:59:00,2000-07-26,2000-07-27
242,4,0,Ostrolêka,mazowieckie,216,354,18:59:00,22:59:00,2000-09-26,2000-09-26
243,8,0,Ostrolêka,mazowieckie,221,355,18:59:00,01:59:00,2000-09-26,2000-09-27
244,6,1,Ostrolêka,mazowieckie,214,362,18:59:00,18:59:00,2000-09-26,2000-09-26
245,6,0,Ostrolêka,mazowieckie,217,362,18:59:00,22:59:00,2000-09-26,2000-09-26
246,7,2,Ostrolêka,mazowieckie,212,349,18:59:00,18:59:00,2000-09-26,2000-09-26
247,5,2,Ostrolêka,mazowieckie,227,367,18:59:00,00:59:00,2000-09-26,2000-09-27
248,2,1,Ostrolêka,mazowieckie,226,349,18:59:00,19:59:00,2000-09-26,2000-09-26
249,7,2,Ostrolêka,mazowieckie,207,356,18:59:00,00:59:00,2000-09-26,2000-09-27
250,1,0,Ostrolêka,mazowieckie,212,352,18:59:00,18:59:00,2000-09-26,2000-09-26
251,8,2,Ostrolêka,mazowieckie,223,363,18:59:00,19:59:00,2000-09-26,2000-09-26
252,4,2,Ostrolêka,mazowieckie,224,361,20:48:00,20:55:00,2000-07-27,2000-07-27
253,7,1,Ostrolêka,mazowieckie,224,368,20:48:00,01:56:00,2000-07-27,2000-07-28
254,9,2,Ostrolêka,mazowieckie,216,358,20:48:00,22:55:00,2000-07-27,2000-07-27
255,3,2,Ostrolêka,mazowieckie,218,351,20:48:00,21:57:00,2000-07-27,2000-07-27
256,7,2,Ostrolêka,mazowieckie,211,359,20:48:00,01:53:00,2000-07-27,2000-07-28
257,4,2,Ostrolêka,mazowieckie,217,354,18:25:00,19:47:00,2000-08-26,2000-08-26
258,8,1,Ostrolêka,mazowieckie,226,357,18:25:00,18:56:00,2000-08-26,2000-08-26
259,10,2,Ostrolêka,mazowieckie,207,363,18:25:00,01:36:00,2000-08-26,2000-08-27
260,3,2,Ostrolêka,mazowieckie,208,352,18:25:00,00:30:00,2000-08-26,2000-08-27
261,6,0,Ostrolêka,mazowieckie,215,354,00:54:00,13:54:00,2000-10-27,2000-10-27
262,3,0,Ostrolêka,mazowieckie,226,355,00:54:00,00:56:00,2000-10-27,2000-10-27
263,5,2,Ostrolêka,mazowieckie,213,354,00:54:00,10:54:00,2000-10-27,2000-10-27
264,9,2,Ostrolêka,mazowieckie,217,365,00:54:00,19:57:00,2000-10-27,2000-10-27
265,2,0,Ostrolêka,mazowieckie,222,367,00:54:00,19:58:00,2000-10-27,2000-10-27
266,0,2,Ostrolêka,mazowieckie,213,365,00:54:00,08:56:00,2000-11-27,2000-11-27
267,2,2,Ostrolêka,mazowieckie,226,356,00:54:00,05:57:00,2000-11-27,2000-11-27
268,6,1,Ostrolêka,mazowieckie,210,366,00:54:00,00:54:00,2000-11-27,2000-11-27
269,2,2,Ostrolêka,mazowieckie,217,367,00:54:00,19:58:00,2000-11-27,2000-11-27
270,10,2,Ostrolêka,mazowieckie,220,365,00:54:00,10:54:00,2000-11-27,2000-11-27
271,3,1,Ostrolêka,mazowieckie,220,356,00:54:00,04:59:00,2000-11-27,2000-11-27
272,4,0,Ostrolêka,mazowieckie,215,356,00:54:00,22:56:00,2000-11-27,2000-11-27
273,10,2,Ostrolêka,mazowieckie,224,364,00:54:00,06:58:00,2000-11-27,2000-11-27
274,6,2,Ostrolêka,mazowieckie,221,350,00:54:00,04:57:00,2000-11-27,2000-11-27
