147,78,Drogowe,4
148,78,Drogowe,1
149,79,Powodz,3
150,79,Epidemia,5
151,79,Sanitarne,5
152,80,Wybuch,3
153,80,Wyciek plynow,3
154,80,Epidemia,2
155,81,Drogowe,3
156,81,Bomba,3
157,82,Bomba,3
158,83,Drogowe,4
159,83,Wybuch,3
160,84,Wyciek plynow,5
161,84,Bomba,5
162,84,Sanitarne,4
163,85,Wybuch gazu,2
164,86,Wybuch,3
165,86,Powodz,1
166,86,Bomba,1
167,87,Drogowe,5
168,87,Epidemia,2
169,87,Wypadek,3
170,88,Wyciek plynow,1
171,88,Inne,1
172,88,Zwierzeta,4
173,89,Epidemia,5
174,89,Pozar,1
175,89,Wybuch,5
176,90,Wybuch gazu,2
177,90,Wybuch gazu,5
178,90,Kolizja,4
179,91,Pozar,4
180,91,Wypadek,1
181,92,Inne,2
182,92,Epidemia,3
183,93,Sanitarne,1
184,94,Bomba,2
185,94,Wybuch,5
186,94,Sanitarne,2
187,95,Kolizja,5
188,95,Inne,1
189,96,Epidemia,4
190,96,Drogowe,2
191,96,Kolizja,4
192,97,Wybuch,4
193,98,Epidemia,4
194,98,Pozar,1
195,99,Wybuch,5
196,99,Kolizja,2
197,100,Powodz,2
198,100,Bomba,3
199,100,Pozar,3
200,101,Wybuch,1
201,101,Drogowe,1
202,102,Inne,4
203,102,Kolizja,4
204,103,Zwierzeta,4
205,104,Sanitarne,5
206,104,Epidemia,2
207,104,Inne,4
208,105,Powodz,5
209,105,Powodz,1
210,106,Pozar,1
211,106,Powodz,1
212,107,Wyciek plynow,5
213,108,Wyciek plynow,2
214,108,Wyciek plynow,5
215,109,Wyciek plynow,3
216,109,Zwierzeta,4
217,109,Epidemia,5
218,110,Inne,2
219,110,Wybuch gazu,3
220,111,Epidemia,3
221,111,Inne,1
222,112,Wybuch gazu,4
223,112,Wybuch,4
224,113,Kolizja,4
225,113,Zwierzeta,1
226,114,Sanitarne,5
227,114,Wybuch gazu,4
228,115,Powodz,5
229,115,Wybuch,4
230,116,Wybuch gazu,1
231,116,Wybuch gazu,3
232,116,Pozar,3
233,117,Inne,3
234,117,Bomba,4
235,118,Epidemia,3
236,118,Pozar,2
237,119,Wypadek,1
238,119,Powodz,5
239,120,Pozar,4
240,120,Wyciek plynow,2
241,121,Sanitarne,5
242,122,Wyciek plynow,2
243,122,Drogowe,5
244,122,Wybuch gazu,3
245,123,Wybuch,4
246,123,Bomba,4
247,124,Pozar,1
248,124,Zwierzeta,2
249,125,Zwierzeta,3
250,125,Inne,2
251,126,Epidemia,4
252,127,Wybuch gazu,4
253,128,Pozar,1
254,128,Inne,5
255,129,Pozar,3
256,130,Pozar,2
257,130,Wyciek plynow,1
258,130,Wyciek plynow,5
259,131,Zwierzeta,2
260,132,Kolizja,4
261,132,Epidemia,3
262,132,Zwierzeta,5
263,133,Wybuch gazu,3
264,133,Inne,2
265,133,Inne,3
266,134,Pozar,4
267,134,Powodz,5
268,135,Wypadek,1
269,135,Wybuch,5
270,135,Inne,5
271,136,Wybuch,4
272,137,Sanitarne,3
273,137,Pozar,1
274,138,Pozar,5
275,138,Epidemia,5
276,139,Wypadek,3
277,139,Wyciek plynow,2
278,140,Wybuch,1
279,140,Bomba,4
280,140,Powodz,5
281,141,Wybuch gazu,2
282,142,Powodz,5
283,143,Pozar,4
284,143,Kolizja,2
285,143,Bomba,2
286,144,Drogowe,5
287,144,Pozar,3
288,144,Powodz,3
289,145,Wybuch,1
290,145,Sanitarne,1
291,146,Epidemia,4
292,147,Drogowe,3
293,147,Zwierzeta,3
294,147,Wybuch gazu,3
295,148,Wybuch gazu,5
296,149,Zwierzeta,2
297,149,Sanitarne,4
298,149,Wybuch,1
299,150,Wypadek,3
300,150,Powodz,1
301,150,Sanitarne,2
302,151,Zwierzeta,1
303,151,Wybuch,4
304,152,Powodz,4
305,152,Pozar,5
306,152,Zwierzeta,2
307,153,Drogowe,2
308,153,Epidemia,2
309,153,Zwierzeta,5
310,154,Sanitarne,5
311,154,Wyciek plynow,4
312,154,Drogowe,2
313,155,Inne,2
314,155,Pozar,4
315,155,Sanitarne,4
316,156,Drogowe,5
317,156,Bomba,4
318,156,Epidemia,5
319,157,Kolizja,2
320,157,Kolizja,4
321,158,Pozar,3
322,158,Pozar,3
323,159,Kolizja,2
324,159,Powodz,1
325,160,Kolizja,3
326,160,Bomba,2
327,160,Zwierzeta,1
328,161,Powodz,5
329,162,Wybuch gazu,1
330,162,Sanitarne,5
331,162,Kolizja,4
332,163,Kolizja,4
333,163,Drogowe,2
334,163,Inne,3
335,164,Kolizja,4
336,165,Powodz,1
337,165,Epidemia,5
338,166,Wybuch gazu,1
339,166,Wybuch,5
340,166,Bomba,4
341,167,Drogowe,3
342,168,Epidemia,2
343,168,Drogowe,3
344,168,Sanitarne,1
345,169,Kolizja,3
346,169,Bomba,3
347,170,Powodz,1
348,171,Wypadek,3
349,171,Powodz,3
350,172,Drogowe,5
351,172,Wybuch gazu,5
352,172,Wybuch gazu,3
353,173,Inne,2
354,173,Pozar,1
355,174,Powodz,4
356,174,Bomba,4
357,175,Wybuch,2
358,175,Zwierzeta,3
359,176,Drogowe,3
360,176,Wypadek,4
361,177,Sanitarne,4
362,177,Bomba,2
363,178,Inne,1
364,178,Kolizja,4
365,178,Zwierzeta,4
366,179,Sanitarne,3
367,180,Sanitarne,4
368,180,Pozar,5
369,181,Wyciek plynow,5
370,182,Drogowe,2
371,182,Zwierzeta,5
372,182,Bomba,3
373,183,Wybuch,2
374,183,Wypadek,1
375,183,Powodz,3
376,184,Wyciek plynow,4
377,184,Kolizja,2
378,184,Powodz,5
379,185,Wyciek plynow,2
380,185,Wypadek,2
381,186,Wybuch,3
382,186,Wypadek,2
383,186,Kolizja,5
384,187,Sanitarne,2
385,188,Wybuch gazu,1
386,188,Sanitarne,5
387,188,Drogowe,4
388,189,Drogowe,2
389,190,Wybuch,3
390,190,Powodz,1
391,190,Sanitarne,2
392,191,Epidemia,4
393,191,Kolizja,2
394,192,Bomba,1
395,192,Wypadek,5
396,192,Kolizja,2
397,193,Powodz,1
398,194,Drogowe,1
399,195,Wyciek plynow,3
400,196,Wyciek plynow,2
401,196,Wybuch gazu,3
402,197,Bomba,3
403,197,Wybuch gazu,1
404,198,Wybuch,4
405,199,Bomba,3
406,200,Zwierzeta,3
407,200,Wypadek,4
408,200,Wypadek,5
409,201,Bomba,2
410,201,Inne,4
411,202,Powodz,1
412,203,Pozar,2
413,203,Pozar,5
414,203,Bomba,5
415,204,Bomba,1
416,205,Drogowe,1
417,206,Pozar,3
418,206,Zwierzeta,5
419,206,Epidemia,4
420,207,Wybuch gazu,2
421,207,Wypadek,1
422,208,Inne,4
423,208,Drogowe,4
424,209,Drogowe,3
425,209,Bomba,2
426,209,Wybuch gazu,1
427,210,Inne,2
428,211,Inne,3
429,212,Bomba,5
430,213,Pozar,4
431,213,Wybuch gazu,1
432,214,Pozar,4
433,214,Wyciek plynow,5
434,215,Kolizja,4
435,215,Powodz,2
436,215,Inne,2
437,216,Sanitarne,3
438,216,Kolizja,5
439,217,Zwierzeta,5
440,217,Zwierzeta,5
441,218,Zwierzeta,2
442,218,Kolizja,1
443,219,Zwierzeta,3
444,219,Wybuch gazu,1
445,220,Bomba,5
446,220,Epidemia,4
447,220,Wypadek,4
448,221,Sanitarne,1
449,221,Inne,1
450,222,Pozar,4
451,222,Drogowe,2
452,223,Drogowe,3
453,223,Sanitarne,2
454,223,Wypadek,5
455,224,Wyciek plynow,2
456,224,Bomba,2
457,225,Powodz,4
458,226,Wypadek,1
459,227,Wybuch gazu,1
460,227,Sanitarne,4
461,227,Wypadek,4
462,228,Zwierzeta,2
463,229,Wybuch gazu,5
464,230,Zwierzeta,5
465,230,Inne,2
466,230,Wyciek plynow,2
467,231,Bomba,1
468,231,Wypadek,3
469,231,Epidemia,5
470,232,Wyciek plynow,5
471,232,Wybuch,3
472,233,Wybuch gazu,1
473,233,Wybuch,3
474,233,Wypadek,2
475,234,Wybuch,2
476,234,Zwierzeta,5
477,234,Powodz,3
478,235,Zwierzeta,1
479,235,Inne,2
480,236,Sanitarne,3
481,236,Bomba,3
482,237,Bomba,3
483,237,Wypadek,5
484,238,Zwierzeta,3
485,238,Wyciek plynow,1
486,238,Epidemia,2
487,239,Pozar,1
488,240,Drogowe,3
489,241,Wybuch,1
490,241,Wyciek plynow,1
491,242,Zwierzeta,3
492,243,Kolizja,2
493,243,Wypadek,4
494,243,Wyciek plynow,5
495,244,Wybuch gazu,2
496,244,Wyciek plynow,1
497,244,Wybuch gazu,3
498,245,Sanitarne,5
499,246,Epidemia,2
500,246,Inne,2
501,247,Powodz,5
502,247,Wybuch,4
503,247,Wybuch,5
504,248,Inne,2
505,248,Drogowe,1
506,249,Drogowe,3
507,249,Powodz,3
508,250,Wypadek,2
509,251,Drogowe,4
510,251,Pozar,1
511,252,Pozar,1
512,252,Powodz,5
513,253,Epidemia,2
514,253,Zwierzeta,3
515,254,Wybuch,5
516,254,Inne,4
517,254,Powodz,1
518,255,Wybuch,1
519,255,Powodz,1
520,256,Wyciek plynow,1
521,256,Wyciek plynow,2
522,256,Sanitarne,3
523,257,Kolizja,3
524,258,Inne,5
525,258,Sanitarne,3
526,258,Inne,1
527,259,Bomba,3
528,260,Kolizja,5
529,260,Kolizja,3
530,260,Sanitarne,3
531,261,Powodz,5
532,261,Pozar,3
533,262,Bomba,4
534,262,Zwierzeta,2
535,262,Kolizja,1
536,263,Wyciek plynow,2
537,263,Drogowe,3
538,264,Epidemia,1
539,264,Wyciek plynow,4
540,265,Wybuch gazu,4
541,266,Sanitarne,3
542,266,Wyciek plynow,5
543,266,Wybuch gazu,4
544,267,Kolizja,4
545,267,Inne,1
546,268,Zwierzeta,5
547,269,Inne,5
548,269,Powodz,1
549,269,Wybuch,1
550,270,Bomba,2
551,270,Epidemia,3
552,270,Zwierzeta,2
553,271,Inne,5
554,271,Zwierzeta,3
555,272,Inne,4
556,272,Drogowe,1
557,273,Pozar,2
558,273,Inne,5
559,274,Wypadek,3
560,274,Drogowe,4
561,275,Zwierzeta,1
562,275,Bomba,5
563,275,Drogowe,2
564,276,Kolizja,3
565,276,Wybuch gazu,4
566,276,Wypadek,5
567,277,Epidemia,4
568,278,Epidemia,1
569,279,Wypadek,1
570,280,Pozar,4
571,280,Zwierzeta,4
572,280,Inne,4
573,281,Wypadek,4
574,281,Inne,4
575,281,Drogowe,1
576,282,Wybuch gazu,4
577,282,Drogowe,5
578,283,Zwierzeta,5
579,283,Drogowe,1
580,284,Bomba,3
581,285,Pozar,4
582,285,Drogowe,1
583,285,Wybuch,2
584,286,Wypadek,2
585,287,Wybuch,3
586,287,Pozar,2
587,287,Wypadek,5
588,288,Powodz,1
589,288,Pozar,3
590,289,Bomba,5
591,289,Epidemia,3
592,289,Wyciek plynow,3
593,290,Wypadek,2
594,290,Powodz,4
595,291,Inne,5
596,292,Zwierzeta,3
597,292,Drogowe,4
598,293,Pozar,1
599,293,Zwierzeta,2
600,293,Zwierzeta,1
601,294,Wybuch gazu,3
602,295,Wyciek plynow,5
603,295,Bomba,4
604,295,Wypadek,5
605,296,Sanitarne,2
606,296,Pozar,4
607,296,Wybuch,3
608,297,Pozar,4
609,298,Kolizja,3
610,299,Sanitarne,2
611,300,Kolizja,1
612,300,Powodz,4
613,301,Drogowe,3
614,301,Wybuch gazu,4
615,302,Bomba,5
616,302,Sanitarne,5
617,302,Inne,4
618,303,Pozar,1
619,304,Wybuch gazu,4
620,304,Drogowe,3
621,305,Zwierzeta,1
622,305,Kolizja,2
623,305,Drogowe,5
624,306,Wyciek plynow,5
625,306,Pozar,1
626,307,Powodz,4
627,308,Wypadek,4
628,309,Bomba,2
629,309,Wyciek plynow,4
630,310,Powodz,5
631,310,Sanitarne,4
632,310,Powodz,3
633,311,Epidemia,2
634,311,Zwierzeta,4
635,312,Wybuch gazu,5
636,313,Zwierzeta,5
637,314,Sanitarne,5
638,315,Sanitarne,5
639,315,Powodz,3
640,315,Zwierzeta,5
641,316,Zwierzeta,4
642,316,Powodz,1
643,317,Epidemia,2
644,317,Wybuch,3
645,318,Inne,2
646,318,Epidemia,1
647,318,Powodz,2
648,319,Inne,5
649,319,Kolizja,3
650,320,Drogowe,2
651,320,Drogowe,2
652,321,Pozar,4
653,322,Wypadek,1
654,322,Pozar,3
655,323,Powodz,2
656,324,Wyciek plynow,2
657,324,Wybuch,4
658,325,Pozar,5
659,325,Wypadek,1
660,326,Bomba,1
661,326,Wybuch gazu,1
662,326,Bomba,4
663,327,Wypadek,3
664,327,Bomba,3
665,328,Drogowe,5
666,328,Sanitarne,1
667,328,Epidemia,3
668,329,Powodz,1
669,329,Bomba,3
670,329,Pozar,4
671,330,Zwierzeta,5
672,330,Drogowe,5
673,330,Epidemia,2
674,331,Kolizja,4
675,331,Drogowe,5
676,331,Drogowe,3
677,332,Wybuch gazu,5
678,333,Pozar,5
679,333,Wyciek plynow,1
680,333,Sanitarne,2
681,334,Pozar,2
682,335,Drogowe,3
683,336,Drogowe,3
684,337,Wybuch gazu,5
685,337,Kolizja,1
686,337,Kolizja,2
687,338,Wybuch,2
688,338,Wypadek,5
689,339,Pozar,1
690,340,Sanitarne,5
691,340,Pozar,1
692,341,Wyciek plynow,1
693,342,Epidemia,4
694,342,Wybuch gazu,5
695,342,Pozar,2
696,343,Kolizja,5
697,343,Epidemia,4
698,344,Wybuch gazu,4
699,344,Wybuch gazu,4
700,344,Epidemia,5
701,345,Wypadek,5
702,346,Wyciek plynow,4
703,346,Zwierzeta,2
704,346,Zwierzeta,3
705,347,Wypadek,1
706,347,Sanitarne,2
707,347,Wybuch,1
708,348,Powodz,3
709,348,Drogowe,3
710,348,Bomba,4
711,349,Epidemia,1
712,349,Epidemia,4
713,349,Epidemia,5
714,350,Epidemia,1
715,350,Wypadek,5
716,351,Drogowe,4
717,352,Pozar,1
718,352,Inne,3
719,352,Epidemia,4
720,353,Powodz,2
721,353,Bomba,4
722,354,Sanitarne,3
723,355,Zwierzeta,2
724,355,Zwierzeta,4
725,356,Inne,5
726,356,Zwierzeta,1
727,357,Wybuch gazu,2
728,358,Wypadek,5
729,359,Inne,1
730,360,Zwierzeta,1
731,361,Wybuch gazu,1
732,362,Drogowe,1
733,362,Zwierzeta,5
734,362,Wybuch gazu,3
735,363,Wybuch gazu,1
736,363,Inne,3
737,364,Wypadek,2
738,365,Wybuch gazu,5
739,365,Inne,5
740,365,Wybuch,3
741,366,Kolizja,5
742,366,Epidemia,2
743,367,Drogowe,4
744,368,Wypadek,4
745,368,Powodz,1
746,369,Drogowe,1
747,369,Zwierzeta,2
748,370,Drogowe,3
749,370,Zwierzeta,4
750,370,Inne,5
751,371,Inne,1
752,371,Epidemia,4
753,371,Wybuch gazu,3
754,372,Zwierzeta,3
755,373,Wyciek plynow,3
756,373,Wybuch,4
757,373,Epidemia,2
758,374,Wybuch,5
759,375,Wybuch gazu,2
760,375,Zwierzeta,3
761,375,Wyciek plynow,5
762,376,Inne,4
763,377,Wyciek plynow,2
764,377,Powodz,2
765,377,Wyciek plynow,3
766,378,Wypadek,3
767,378,Drogowe,4
768,378,Wybuch,1
769,379,Wybuch gazu,2
770,379,Wypadek,5
771,380,Pozar,2
772,380,Pozar,1
773,380,Powodz,5
774,381,Zwierzeta,4
775,382,Sanitarne,1
776,383,Zwierzeta,1
777,383,Zwierzeta,2
778,384,Wybuch,3
779,384,Wybuch gazu,5
780,384,Zwierzeta,3
781,385,Zwierzeta,5
782,386,Drogowe,3
783,386,Wybuch gazu,3
784,387,Kolizja,5
785,388,Drogowe,2
786,388,Zwierzeta,1
787,389,Kolizja,2
788,390,Zwierzeta,3
789,391,Sanitarne,3
790,391,Drogowe,1
791,391,Wybuch,2
792,392,Zwierzeta,5
793,392,Zwierzeta,1
794,393,Zwierzeta,4
795,393,Zwierzeta,3
796,394,Pozar,3
797,394,Wybuch gazu,1
798,395,Sanitarne,1
799,395,Wypadek,1
800,396,Powodz,5
801,396,Bomba,2
802,396,Wybuch,3
803,397,Powodz,3
804,397,Drogowe,5
805,398,Wybuch,5
806,398,Kolizja,1
807,398,Zwierzeta,4
808,399,Powodz,1
809,399,Wypadek,5
810,400,Drogowe,5
811,400,Epidemia,5
812,400,Wypadek,5
813,401,Kolizja,3
814,401,Drogowe,1
815,401,Wyciek plynow,1
816,402,Wyciek plynow,1
817,402,Zwierzeta,3
818,403,Wypadek,3
819,404,Wybuch gazu,1
820,404,Pozar,5
821,405,Epidemia,1
822,405,Zwierzeta,1
823,406,Wyciek plynow,1
824,407,Epidemia,5
825,408,Wypadek,3
826,409,Pozar,2
827,410,Wypadek,4
828,410,Epidemia,2
829,410,Wybuch gazu,5
830,411,Zwierzeta,4
831,411,Wypadek,4
832,411,Sanitarne,3
833,412,Bomba,3
834,413,Wyciek plynow,3
835,414,Wybuch gazu,5
836,414,Kolizja,1
837,414,Wypadek,2
838,415,Kolizja,2
839,415,Wyciek plynow,3
840,416,Wybuch,1
841,416,Sanitarne,1
842,416,Inne,3
843,417,Drogowe,5
844,417,Epidemia,3
845,417,Kolizja,4
846,418,Epidemia,5
847,418,Epidemia,2
848,418,Epidemia,5
849,419,Bomba,4
850,419,Pozar,2
851,420,Bomba,1
852,420,Wybuch,2
853,420,Wyciek plynow,2
854,421,Wybuch gazu,5
855,422,Epidemia,4
856,423,Epidemia,4
857,423,Pozar,3
858,423,Sanitarne,5
859,424,Wybuch,2
860,424,Kolizja,4
861,425,Wybuch,4
862,426,Inne,2
863,427,Wypadek,1
864,427,Bomba,2
865,427,Wybuch,4
866,428,Bomba,2
867,428,Wybuch,3
868,428,Pozar,2
869,429,Wybuch,5
870,429,Pozar,3
871,430,Zwierzeta,3
872,430,Kolizja,1
873,431,Bomba,1
874,431,Epidemia,5
875,432,Inne,1
876,432,Epidemia,2
877,432,Sanitarne,1
878,433,Epidemia,5
879,434,Zwierzeta,5
880,434,Drogowe,2
881,434,Wypadek,3
882,435,Sanitarne,2
883,436,Epidemia,1
884,436,Wypadek,3
885,436,Wybuch gazu,2
886,437,Wyciek plynow,1
887,438,Zwierzeta,3
888,438,Kolizja,4
889,438,Zwierzeta,4
890,439,Zwierzeta,5
891,439,Wybuch,2
892,439,Wybuch,2
893,440,Wyciek plynow,2
894,440,Wybuch,4
895,441,Wybuch,2
896,441,Kolizja,1
897,442,Bomba,2
898,443,Zwierzeta,1
899,444,Kolizja,2
900,444,Drogowe,2
901,445,Bomba,4
902,446,Wyciek plynow,3
903,447,Zwierzeta,2
904,447,Sanitarne,3
905,447,Wybuch gazu,2
906,448,Kolizja,2
907,448,Wybuch gazu,1
908,448,Inne,2
909,449,Inne,2
910,449,Kolizja,1
911,449,Drogowe,1
912,450,Wybuch,1
913,450,Inne,2
914,451,Wybuch,4
915,451,Kolizja,1
916,451,Sanitarne,4
917,452,Wyciek plynow,3
918,452,Powodz,5
919,453,Wybuch,3
920,453,Pozar,4
921,454,Inne,5
922,455,Zwierzeta,4
923,455,Epidemia,5
924,455,Pozar,3
925,456,Inne,2
926,456,Kolizja,2
927,457,Wyciek plynow,5
928,457,Bomba,4
929,458,Powodz,5
930,458,Wypadek,4
931,459,Inne,3
932,459,Sanitarne,1
933,460,Bomba,2
934,460,Drogowe,3
935,461,Zwierzeta,2
936,462,Zwierzeta,5
937,462,Drogowe,5
938,463,Pozar,1
939,463,Epidemia,4
940,463,Bomba,2
941,464,Zwierzeta,2
942,464,Pozar,5
943,464,Sanitarne,4
944,465,Powodz,1
945,465,Inne,3
946,465,Kolizja,4
947,466,Pozar,2
948,467,Wyciek plynow,2
949,467,Pozar,4
950,467,Pozar,3
951,468,Wyciek plynow,3
952,469,Wyciek plynow,2
953,469,Wybuch gazu,4
954,470,Wyciek plynow,4
955,470,Bomba,4
956,470,Inne,5
957,471,Sanitarne,1
958,471,Inne,4
959,472,Powodz,2
960,472,Inne,5
961,472,Wybuch gazu,4
962,473,Wybuch gazu,2
963,473,Drogowe,5
964,474,Bomba,2
965,475,Wybuch,4
966,476,Wypadek,4
967,477,Zwierzeta,3
968,477,Kolizja,4
969,478,Bomba,5
970,478,Powodz,1
971,478,Powodz,5
972,479,Drogowe,4
973,479,Wybuch gazu,5
974,479,Inne,2
975,480,Sanitarne,2
976,481,Epidemia,3
977,481,Wyciek plynow,3
978,481,Kolizja,5
979,482,Wypadek,5
980,483,Wypadek,3
981,483,Zwierzeta,5
982,483,Kolizja,2
983,484,Wyciek plynow,5
984,485,Inne,5
985,485,Inne,3
986,485,Drogowe,3
987,486,Epidemia,4
988,487,Wybuch,5
989,487,Wybuch gazu,4
990,487,Wyciek plynow,3
991,488,Wypadek,1
992,488,Epidemia,3
993,488,Wybuch,2
994,489,Powodz,1
995,490,Drogowe,2
996,490,Epidemia,1
997,490,Drogowe,2
998,491,Pozar,1
999,492,Powodz,4
1000,492,Bomba,2
1001,493,Pozar,5
1002,493,Bomba,2
1003,493,Wybuch gazu,4
1004,494,Inne,1
1005,494,Bomba,4
1006,495,Zwierzeta,4
1007,495,Bomba,5
1008,495,Zwierzeta,1
1009,496,Wybuch,3
1010,496,Drogowe,3
1011,497,Zwierzeta,4
1012,497,Sanitarne,3
1013,498,Epidemia,2
1014,498,Drogowe,1
1015,498,Drogowe,1
1016,499,Bomba,1
1017,499,Sanitarne,3
1018,500,Epidemia,5
1019,500,Wypadek,3
1020,501,Wybuch,5
1021,501,Bomba,3
1022,501,Zwierzeta,4
1023,502,Wybuch,3
1024,502,Drogowe,3
1025,502,Inne,1
1026,503,Inne,5
1027,503,Bomba,4
1028,503,Kolizja,1
1029,504,Inne,5
1030,504,Epidemia,2
1031,505,Wybuch gazu,2
1032,506,Wyciek plynow,4
1033,506,Bomba,5
1034,506,Kolizja,3
1035,507,Epidemia,1
1036,507,Wybuch gazu,2
1037,508,Epidemia,1
1038,509,Pozar,4
1039,510,Bomba,3
1040,510,Bomba,3
1041,510,Bomba,3
1042,511,Zwierzeta,5
1043,511,Kolizja,2
1044,512,Inne,5
1045,512,Bomba,2
1046,512,Sanitarne,5
1047,513,Kolizja,2
1048,513,Bomba,5
1049,513,Powodz,4
1050,514,Sanitarne,1
1051,514,Kolizja,1
1052,515,Inne,5
1053,515,Zwierzeta,4
1054,516,Inne,1
1055,516,Wybuch,1
1056,516,Wybuch,4
1057,517,Wybuch,2
1058,517,Inne,2
1059,517,Pozar,5
1060,518,Inne,1
1061,519,Zwierzeta,2
1062,519,Wyciek plynow,5
1063,519,Drogowe,2
1064,520,Zwierzeta,1
1065,521,Powodz,3
1066,522,Wybuch gazu,1
1067,522,Wybuch gazu,5
1068,522,Kolizja,5
1069,523,Zwierzeta,5
1070,523,Inne,3
1071,524,Drogowe,5
1072,524,Zwierzeta,4
1073,525,Bomba,2
1074,525,Bomba,5
1075,526,Wypadek,1
1076,526,Sanitarne,5
1077,527,Wyciek plynow,5
1078,527,Powodz,4
1079,528,Kolizja,5
1080,528,Wypadek,5
1081,528,Drogowe,3
1082,529,Kolizja,2
1083,530,Wybuch,2
1084,531,Inne,4
1085,531,Zwierzeta,1
1086,531,Kolizja,4
1087,532,Wybuch,4
1088,532,Epidemia,4
1089,532,Kolizja,4
1090,533,Wypadek,5
1091,533,Pozar,2
1092,534,Epidemia,3
1093,534,Bomba,2
1094,534,Wyciek plynow,3
1095,535,Zwierzeta,5
1096,535,Drogowe,2
1097,536,Powodz,4
1098,537,Powodz,4
1099,537,Epidemia,5
1100,538,Bomba,4
1101,538,Kolizja,1
1102,539,Kolizja,1
1103,540,Zwierzeta,3
1104,540,Wybuch,2
1105,541,Wypadek,1
1106,541,Wyciek plynow,2
1107,542,Epidemia,2
1108,542,Wybuch,4
1109,543,Bomba,3
1110,543,Sanitarne,2
1111,543,Wybuch,1
1112,544,Drogowe,3
1113,545,Pozar,3
1114,545,Bomba,1
1115,546,Zwierzeta,1
1116,546,Wybuch gazu,1
1117,546,Powodz,1
1118,547,Pozar,2
1119,548,Sanitarne,5
1120,548,Wybuch,3
1121,548,Bomba,2
1122,549,Wybuch,4
1123,549,Powodz,4
1124,550,Wypadek,5
1125,550,Inne,5
1126,551,Powodz,1
1127,551,Drogowe,4
